lum,pscale,up_std,low_std,obs,background
120,0.6032855534026157,0.9403224271507187,0.5766865725169004,sub7,variegated
155,0.6556701162734857,1.011109056238649,0.6275378239513982,sub7,variegated
199,0.9028193128602898,1.3860481149686703,0.8727012249059439,sub7,variegated
242,0.945079777807852,1.4325404939593147,0.9138514684382637,sub7,variegated
281,0.9732145692185601,1.4620913943465954,0.9436494508273467,sub7,variegated
312,1.0,1.4885578982605345,0.9692983996907738,sub7,variegated
25,0.0,0.0,0.0,sub7,homogeneous
40,0.07338120552534519,0.0843061238821908,0.07017062237209838,sub7,homogeneous
60,0.21084330039904925,0.22348967730769714,0.2084318350871329,sub7,homogeneous
89,0.3455895227874308,0.3589163845873921,0.34205608271263666,sub7,homogeneous
120,0.4927373406147859,0.5552768354432338,0.4837251114715964,sub7,homogeneous
155,0.6912994405128912,0.756496194479068,0.6791654221346872,sub7,homogeneous
199,0.8953439575741706,0.9626945056338931,0.8780407583469438,sub7,homogeneous
242,0.9705831970966725,1.0400167824272695,0.9498098513192899,sub7,homogeneous
281,0.9852915985483297,1.1012321537593261,0.9609408821735541,sub7,homogeneous
312,1.0,1.135472761532345,0.9746016304150146,sub7,homogeneous
25,0.0,0.0,0.0,test,variegated
40,0.18622509415131466,0.33126289808272347,0.172412734489957,test,variegated
60,0.2738277640117782,0.5559033395999944,0.2521436936466663,test,variegated
89,0.4493160432726561,0.76463447900044,0.4274834852839882,test,variegated
120,0.6294653749711832,1.009493083511686,0.6093468742353634,test,variegated
155,0.6831460599795995,1.0764147067150087,0.6627092646402644,test,variegated
199,0.867445511388328,1.2816436000313924,0.84676552098641,test,variegated
242,0.9396231591975679,1.3805913111520582,0.9188501867953616,test,variegated
281,0.9731643966306641,1.4156917623641945,0.9531258085297586,test,variegated
312,1.0,1.458542135515105,0.9806270683945627,test,variegated
25,0.0,0.0,0.0,test,homogeneous
40,0.18260794576628697,0.20221047140996853,0.17894349817100239,test,homogeneous
60,0.35921156119697534,0.38682903789926976,0.35699695116679087,test,homogeneous
89,0.408803831302895,0.5598218973408092,0.40327108337084083,test,homogeneous
120,0.48461787491885994,0.7619177544712415,0.47406784921539735,test,homogeneous
155,0.5907550777711682,0.8781883523827649,0.5797929467882563,test,homogeneous
199,0.7808313893897594,1.085963217523969,0.7691395006776212,test,homogeneous
242,0.8224870389884675,1.190967312538021,0.8172323538307223,test,homogeneous
281,0.9104438208802688,1.2812316616880695,0.9053417445060719,test,homogeneous
312,1.0,1.3732439538532117,0.9949002564366486,test,homogeneous
